album,spotify_album_uri,track,spotify_track_uri,artist,featuring,spotify_album,duration_ms,explicit
evermore,6AORtDjduMM3bupSWzbTSG,long story short,5VYWxXUpxuxEmCqMLDqICo,Taylor Swift,NA,evermore (deluxe version),215920,FALSE
evermore,6AORtDjduMM3bupSWzbTSG,marjorie,5uICWmZTLkpEVbK22PBP6e,Taylor Swift,NA,evermore (deluxe version),257773,FALSE
evermore,6AORtDjduMM3bupSWzbTSG,closure,6a8aUhYbaQBUI8PcJ5ZmQ6,Taylor Swift,NA,evermore (deluxe version),180653,FALSE
evermore,6AORtDjduMM3bupSWzbTSG,evermore (feat. Bon Iver),6Wlq9rqkxrqj5Kls4Kw14H,Taylor Swift,Bon Iver,evermore (deluxe version),304106,FALSE
evermore,6AORtDjduMM3bupSWzbTSG,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,Taylor Swift,NA,evermore (deluxe version),245026,FALSE
evermore,6AORtDjduMM3bupSWzbTSG,it’s time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,Taylor Swift,NA,evermore (deluxe version),254640,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,Taylor Swift,NA,Fearless (Taylor's Version),241591,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,Taylor Swift,NA,Fearless (Taylor's Version),294419,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,NA,Fearless (Taylor's Version),235766,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,Taylor Swift,NA,Fearless (Taylor's Version),254254,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,Taylor Swift,NA,Fearless (Taylor's Version),234515,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,Taylor Swift,NA,Fearless (Taylor's Version),231124,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,Taylor Swift,Colbie Caillat,Fearless (Taylor's Version),263377,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,Taylor Swift,NA,Fearless (Taylor's Version),200575,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,Taylor Swift,NA,Fearless (Taylor's Version),261842,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,NA,Fearless (Taylor's Version),243136,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,Taylor Swift,NA,Fearless (Taylor's Version),225328,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,The Best Day (Taylor’s Version),6ON9UuIq49xXY9GPmHIYRp,Taylor Swift,NA,Fearless (Taylor's Version),245290,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT,Taylor Swift,NA,Fearless (Taylor's Version),279359,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Jump Then Fall (Taylor’s Version),2m3ObD945KvpE5y9A1eUWm,Taylor Swift,NA,Fearless (Taylor's Version),237580,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Untouchable (Taylor’s Version),0tQ9vBYpldCuikPsbgOVKA,Taylor Swift,NA,Fearless (Taylor's Version),312107,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Forever & Always (Piano Version) (Taylor’s Version),01QdEx6kFr78ZejhQtWR5m,Taylor Swift,NA,Fearless (Taylor's Version),267833,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Come In With The Rain (Taylor’s Version),1n2wszmJyVkw6FHqyLnQsY,Taylor Swift,NA,Fearless (Taylor's Version),237338,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,Taylor Swift,NA,Fearless (Taylor's Version),263865,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,Taylor Swift,NA,Fearless (Taylor's Version),238443,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Today Was A Fairytale (Taylor’s Version),2JoJrsEV15OzbijS47lids,Taylor Swift,NA,Fearless (Taylor's Version),241822,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,Taylor Swift,Maren Morris,Fearless (Taylor's Version),220839,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,Taylor Swift,NA,Fearless (Taylor's Version),277591,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,We Were Happy (Taylor’s Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,Taylor Swift,NA,Fearless (Taylor's Version),244236,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,Taylor Swift,Keith Urban,Fearless (Taylor's Version),189495,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Don’t You (Taylor’s Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,Taylor Swift,NA,Fearless (Taylor's Version),208608,FALSE
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Bye Bye Baby (Taylor’s Version) (From The Vault),4qUijfYU8EoIWiY6oSyrgT,Taylor Swift,NA,Fearless (Taylor's Version),242157,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,Taylor Swift,NA,Red (Taylor's Version),295413,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),4OAuvHryIVv4kMDNSLuPt6,Taylor Swift,NA,Red (Taylor's Version),223093,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,Taylor Swift,NA,Red (Taylor's Version),242720,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,Taylor Swift,NA,Red (Taylor's Version),219760,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,Taylor Swift,NA,Red (Taylor's Version),329160,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,Taylor Swift,NA,Red (Taylor's Version),230960,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,Taylor Swift,NA,Red (Taylor's Version),244586,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,Taylor Swift,NA,Red (Taylor's Version),193146,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,Taylor Swift,NA,Red (Taylor's Version),205786,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,Taylor Swift,Gary Lightbody,Red (Taylor's Version),299080,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,Taylor Swift,NA,Red (Taylor's Version),202960,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,Taylor Swift,NA,Red (Taylor's Version),284773,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,Taylor Swift,NA,Red (Taylor's Version),240466,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,Taylor Swift,Ed Sheeran,Red (Taylor's Version),245426,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,Taylor Swift,NA,Red (Taylor's Version),220413,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,Taylor Swift,NA,Red (Taylor's Version),238866,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,Taylor Swift,NA,Red (Taylor's Version),285280,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,Taylor Swift,NA,Red (Taylor's Version),223333,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,Taylor Swift,NA,Red (Taylor's Version),220520,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,Taylor Swift,NA,Red (Taylor's Version),321640,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,Taylor Swift,NA,Red (Taylor's Version),264253,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,Taylor Swift,NA,Red (Taylor's Version),297013,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,Taylor Swift,Phoebe Bridgers,Red (Taylor's Version),258812,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,Taylor Swift,NA,Red (Taylor's Version),224240,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j,Taylor Swift,NA,Red (Taylor's Version),225960,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,Taylor Swift,Chris Stapleton,Red (Taylor's Version),285106,TRUE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Forever Winter (Taylor's Version) (From The Vault),3oGVx9RBmiYGv5ZCecWLkx,Taylor Swift,NA,Red (Taylor's Version),263533,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,Taylor Swift,Ed Sheeran,Red (Taylor's Version),240226,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,Taylor Swift,NA,Red (Taylor's Version),200280,FALSE
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Taylor Swift,NA,Red (Taylor's Version),613026,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Lavender Haze,24emu3sabKISjRkrys28jq,Taylor Swift,NA,Midnights (The Til Dawn Edition),202395,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Maroon,6qxvy9Pe4RJIq5JBVbbwbS,Taylor Swift,NA,Midnights (The Til Dawn Edition),218270,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Anti-Hero,5qIHFdkW6phMsTZlN2g8Lc,Taylor Swift,NA,Midnights (The Til Dawn Edition),200690,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Snow On The Beach (feat. Lana Del Rey),7GA86Uo2jYbj8vIXe2nyWd,Taylor Swift,Lana Del Rey,Midnights (The Til Dawn Edition),256124,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,"You're On Your Own, Kid",6PQOU00xWNrGwCZzboriXy,Taylor Swift,NA,Midnights (The Til Dawn Edition),194206,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Midnight Rain,4eKMqf9ZMSclDX7V9Ptg7x,Taylor Swift,NA,Midnights (The Til Dawn Edition),174782,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Question...?,7oomkQSYf1ia2VnVEWfFIU,Taylor Swift,NA,Midnights (The Til Dawn Edition),210556,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Vigilante Shit,0GKDhq6ZbmSbRHd3eyGlB7,Taylor Swift,NA,Midnights (The Til Dawn Edition),164801,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Bejeweled,0VpF6RLdCfPIeYRwMu4tZK,Taylor Swift,NA,Midnights (The Til Dawn Edition),194165,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Labyrinth,4bBDkw2KBMX0tcgAaXC83Q,Taylor Swift,NA,Midnights (The Til Dawn Edition),247962,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Karma,45R112Jz5hQeKgITXgSXzs,Taylor Swift,NA,Midnights (The Til Dawn Edition),204852,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Sweet Nothing,2L09RYwH5Pjzca6PmbUAw3,Taylor Swift,NA,Midnights (The Til Dawn Edition),188496,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Mastermind,1QQii3pa5m8MEda0nbkjfw,Taylor Swift,NA,Midnights (The Til Dawn Edition),191039,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,The Great War,2VuqMjgoKaOHNM8HpxtXKx,Taylor Swift,NA,Midnights (The Til Dawn Edition),240355,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Bigger Than The Whole Sky,71CBDRKmF2VeRKYMG1DFBh,Taylor Swift,NA,Midnights (The Til Dawn Edition),218502,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Paris,5tWxKWq1DSP1s9WQ5PWuqu,Taylor Swift,NA,Midnights (The Til Dawn Edition),196258,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,High Infidelity,1SztNGCwEHJEVFx90E5g7D,Taylor Swift,NA,Midnights (The Til Dawn Edition),231475,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Glitch,7C0w28EsX0Um2FrZs9gso2,Taylor Swift,NA,Midnights (The Til Dawn Edition),148781,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,"Would've, Could've, Should've",4txojlesMFQZGWxwz2EeqB,Taylor Swift,NA,Midnights (The Til Dawn Edition),260361,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Dear Reader,10GRRCR5fctuOF4GFmATJI,Taylor Swift,NA,Midnights (The Til Dawn Edition),225194,FALSE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Hits Different,3xYJScVfxByb61dYHTwiby,Taylor Swift,NA,Midnights (The Til Dawn Edition),234466,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Snow On The Beach (feat. More Lana Del Rey),4zmKGsrXjLmljb5fTaBTot,Taylor Swift,Lana Del Rey,Midnights (The Til Dawn Edition),229942,TRUE
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Karma (feat. Ice Spice),4i6cwNY6oIUU2XZxPIw82Y,Taylor Swift,Ice Spice,Midnights (The Til Dawn Edition),201493,TRUE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Mine (Taylor's Version),7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,NA,Speak Now (Taylor's Version),231706,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Sparks Fly (Taylor’s Version),3MytWN8L7shNYzGl4tAKRp,Taylor Swift,NA,Speak Now (Taylor's Version),261230,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Back To December (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,NA,Speak Now (Taylor's Version),294189,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,Taylor Swift,NA,Speak Now (Taylor's Version),242473,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Dear John (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,Taylor Swift,NA,Speak Now (Taylor's Version),405906,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,Taylor Swift,NA,Speak Now (Taylor's Version),238693,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,Taylor Swift,NA,Speak Now (Taylor's Version),267653,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,Taylor Swift,NA,Speak Now (Taylor's Version),292920,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Enchanted (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,NA,Speak Now (Taylor's Version),353253,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,Taylor Swift,NA,Speak Now (Taylor's Version),220306,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Innocent (Taylor's Version),12nBPF4Rh4XLFJV0YLN7uj,Taylor Swift,NA,Speak Now (Taylor's Version),301221,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Haunted (Taylor's Version),4tMzIAFTFdqGBQLdfbPces,Taylor Swift,NA,Speak Now (Taylor's Version),245413,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,Taylor Swift,NA,Speak Now (Taylor's Version),369120,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Long Live (Taylor's Version),4hqJ4bSlYJOXb6Z4SRmzxs,Taylor Swift,NA,Speak Now (Taylor's Version),317960,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Ours (Taylor’s Version),3yNJkriPzWjkkDAWHIAVUq,Taylor Swift,NA,Speak Now (Taylor's Version),235803,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Superman (Taylor’s Version),4evLyY5Ue1Wesc61t2KXAU,Taylor Swift,NA,Speak Now (Taylor's Version),274945,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,Taylor Swift,Fall Out Boy,Speak Now (Taylor's Version),266466,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,When Emma Falls in Love (Taylor’s Version) (From The Vault),0zo975x58DlXbZllWvfYhg,Taylor Swift,NA,Speak Now (Taylor's Version),252385,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,I Can See You (Taylor’s Version) (From The Vault),5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,NA,Speak Now (Taylor's Version),273186,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),4ABYxlb92WBIjHu7TIKmml,Taylor Swift,Hayley Williams,Speak Now (Taylor's Version),306062,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Foolish One (Taylor’s Version) (From The Vault),4s8BIKx4Zh6ryAEz8RTlaU,Taylor Swift,NA,Speak Now (Taylor's Version),311765,FALSE
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Timeless (Taylor’s Version) (From The Vault),1HCdems7PQZRj42QDWLA0A,Taylor Swift,NA,Speak Now (Taylor's Version),321396,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Welcome To New York (Taylor's Version),4WUepByoeqcedHoYhSNHRt,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],212600,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Blank Space (Taylor's Version),0108kcWLnn2HlH2kedi1gn,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],231833,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Style (Taylor's Version),3Vpk1hfMAQme8VJ0SNRSkd,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],231000,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Out Of The Woods (Taylor's Version),1OcSfkeCg9hRC2sFKB4IMJ,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],235800,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,All You Had To Do Was Stay (Taylor's Version),2k0ZEeAqzvYMcx9Qt5aClQ,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],193289,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Shake It Off (Taylor's Version),50yNTF0Od55qnHLxYsA5Pw,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],219209,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,I Wish You Would (Taylor's Version),3FxJDucHWdw6caWTKO5b23,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],207650,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Bad Blood (Taylor's Version),7oZONwFiFIErZcXAtTu7FY,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],211103,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Wildest Dreams (Taylor's Version),27exgla7YBw9DUNNcTIpjy,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],220433,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,How You Get The Girl (Taylor's Version),733OhaXQIHY7BKtY3vnSkn,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],247533,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,This Love (Taylor’s Version),4WBEj8TeGtRPNJdOmT3WJW,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],250100,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,I Know Places (Taylor's Version),1ULabO0PEsdJekqVH6G10G,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],195700,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Clean (Taylor's Version),0lKUBmEyQfzsQHozyeXzES,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],271000,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Wonderland (Taylor's Version),6HRsJu8vcnzYDN4t0570FY,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],245566,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,You Are In Love (Taylor's Version),0TyGh27YQ5LknmiDhCzJiT,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],267389,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,New Romantics (Taylor's Version),5M787RexsAiVYjQusM98CV,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],230177,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,"""Slut!"" (Taylor's Version) (From The Vault)",0CD7DzeCsuPJygddqlUVYa,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],180381,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Say Don't Go (Taylor's Version) (From The Vault),3CCRVu4F91Qp2mnGjmWBrf,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],279833,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Now That We Don't Talk (Taylor's Version) (From The Vault),5QUIK7ZtziW8kGWo8RqopF,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],146436,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Suburban Legends (Taylor's Version) (From The Vault),6M9ppdfFjR1AbpUl3Y8DcV,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],171818,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Is It Over Now? (Taylor's Version) (From The Vault),6IG3sQ8s9nfk6TUlVzRhbN,Taylor Swift,NA,1989 (Taylor's Version) [Deluxe],229477,FALSE
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),6qAcApH8obo8eqatCKUHd9,Taylor Swift,Kendrick Lamar,1989 (Taylor's Version) [Deluxe],199773,FALSE
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Fortnight (feat. Post Malone),6dODwocEuGzHAavXqTbwHv,Taylor Swift,Post Malone,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,228965,FALSE
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Tortured Poets Department,4PdLaGZubp4lghChqp8erB,Taylor Swift,NA,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,293048,TRUE
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,My Boy Only Breaks His Favorite Toys,7uGYWMwRy24dm7RUDDhUlD,Taylor Swift,NA,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,203801,FALSE
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Down Bad,1kbEbBdEgQdQeLXCJh28pJ,Taylor Swift,NA,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,261228,TRUE
